Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing,NPK_Ratio,Fertility_Index,Temperature_Rainfall_Index,pH_Category
-0.4802449881398361,-0.6712307324118412,-0.8130270796513177,-0.3635281200936213,-0.4975019878546844,-1.443102686168577,0.1267558129451505,-0.1661232946089758,1.5111232700124166,-1.0070447368955229,-1.2655977041311095,-0.2371792426651569,Potash,75.83,1.344704642616503,-0.3276028277929122,0.1201638604166093,-0.0996090153269583,1.3051914393051351
-0.1247712737506161,1.5166138973529608,-0.8130270796513177,0.1291862502627311,-1.156815052364851,0.4276731503191088,-0.0847991217874348,0.7355737658624235,-0.8371342428997474,-1.037401091307414,0.3147923686319653,0.130540513404854,Mixed,101.65,0.4523989739924133,-0.9057411443352648,0.5626979625483325,0.6815104479905907,0.4093839998369573
0.5861761550278237,0.2039071194940796,0.6234165239729184,1.1751237732999,0.0328415636400122,-0.3917897915958261,-0.1046971692083968,-0.4155288645265969,0.7587981377253076,-0.0142342522790836,-0.4599636883531297,-1.34033851087519,Potash,72.46,-0.4399066946316763,-0.0563982222931753,-0.2644037145600892,-0.4664786238878058,-0.4864234396312205
0.2307024406386037,-1.1087996583648014,-0.8130270796513177,-0.5882750258702029,1.081677414082038,0.2990841009458663,-1.550069224925475,-0.2044933822886098,-0.7017157190880677,-1.6569861120051848,1.1260405587359237,-0.2371792426651569,Potash,34.06,1.344704642616503,2.2545483465692118,-0.3311871568487258,4.228040408284081,1.3051914393051351
-0.835718702529056,-1.1087996583648014,0.6234165239729184,-0.7352249258010447,-0.378640896129616,-1.1781313117025018,-0.2307181362078205,1.46460543177547,1.3807202470826514,0.0942995707026522,1.7407926474306188,-0.0533193646301514,Potash,82.26,1.344704642616503,-0.0918785320092544,1.6903251299556192,0.0017569957306336,1.3051914393051351
-0.1247712737506161,-0.2336618064588807,-1.5312488814634355,1.3134295614701037,1.597381183018222,-0.6871549413683041,-0.5374797006143135,-1.1829306181192771,-0.5572692936889427,1.356808523542141,0.738662530243376,1.0498399035798816,Potash,27.89,-0.4399066946316763,1.549123703016782,-1.260902718597272,-0.6158765703264827,-0.4864234396312205
-0.1247712737506161,-0.6712307324118412,-1.5312488814634355,0.8812239734382162,-0.2160347398547057,-1.4512856256741469,-0.5410724036208759,0.8506840289013257,0.8290151500721044,-0.2487666579886177,0.839717668110997,-0.9726187548051788,Urea,162.15,-1.332212363255766,0.3696148013949922,0.9868478586567796,-0.0073284530483428,-0.4864234396312205
0.5861761550278237,-1.1087996583648014,1.3416383257850364,1.6678381436562515,0.5795677289501876,-0.928356824889628,0.6029271421995533,0.5437233274642537,1.3345776389690418,-1.1381289945832351,1.7548280832455665,0.3144003914398595,Urea,199.7,-1.332212363255766,-0.0118486675574219,0.7812449014985057,1.6354559083704616,-0.4864234396312205
-0.835718702529056,-1.1087996583648014,-0.8130270796513177,1.3134295614701037,-0.9719006560007784,0.7818775317744939,-0.7494491780015025,0.6204635028235214,0.311415459058573,0.1592306300745808,1.272009091211376,0.6821201475098705,Potash,95.12,0.4523989739924133,-0.6113212464404388,0.6649366593104304,-0.1404105747676415,-0.4864234396312205
0.5861761550278237,1.5166138973529608,1.3416383257850364,1.1491914380179864,-1.2817760534893,-0.8519827228376418,-0.0155704984686723,-0.895154960522022,0.1639597331302996,1.146758320546613,-1.668414712020099,-0.7887588767701734,Potash,163.69,-0.4399066946316763,-0.8757367967274416,-0.8446317679273718,-0.9494631709954092,-0.4864234396312205
