Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing,NPK_Ratio,Fertility_Index,Temperature_Rainfall_Index,pH_Category
-0.4802449881398361,-0.6712307324118412,-0.8130270796513177,-0.3635281200936213,-0.49750198785468447,-1.443102686168577,0.12675581294515056,-0.1661232946089758,1.5111232700124166,-1.0070447368955229,-1.2655977041311095,-0.23717924266515691,Potash,75.83,1.344704642616503,-0.3276028277929122,0.1201638604166093,-0.09960901532695832,1.3051914393051351
-0.12477127375061618,1.5166138973529608,-0.8130270796513177,0.12918625026273117,-1.156815052364851,0.4276731503191088,-0.0847991217874348,0.7355737658624235,-0.8371342428997474,-1.037401091307414,0.31479236863196536,0.13054051340485406,Mixed,101.65,0.45239897399241336,-0.9057411443352648,0.5626979625483325,0.6815104479905907,0.4093839998369573
0.5861761550278237,0.2039071194940796,0.6234165239729184,1.1751237732999,0.03284156364001225,-0.39178979159582616,-0.10469716920839686,-0.4155288645265969,0.7587981377253076,-0.014234252279083622,-0.45996368835312973,-1.34033851087519,Potash,72.46,-0.4399066946316763,-0.056398222293175315,-0.2644037145600892,-0.4664786238878058,-0.4864234396312205
0.23070244063860373,-1.1087996583648014,-0.8130270796513177,-0.5882750258702029,1.081677414082038,0.29908410094586635,-1.550069224925475,-0.20449338228860983,-0.7017157190880677,-1.6569861120051848,1.1260405587359235,-0.23717924266515691,Potash,34.06,1.344704642616503,2.2545483465692113,-0.33118715684872585,4.228040408284081,1.3051914393051351
-0.835718702529056,-1.1087996583648014,0.6234165239729184,-0.7352249258010447,-0.378640896129616,-1.1781313117025018,-0.23071813620782056,1.46460543177547,1.3807202470826514,0.09429957070265223,1.7407926474306188,-0.05331936463015144,Potash,82.26,1.344704642616503,-0.09187853200925446,1.6903251299556192,0.001756995730633688,1.3051914393051351
-0.12477127375061618,-0.23366180645888077,-1.5312488814634357,1.3134295614701035,1.5973811830182219,-0.6871549413683041,-0.5374797006143135,-1.1829306181192771,-0.5572692936889427,1.356808523542141,0.738662530243376,1.0498399035798816,Potash,27.89,-0.4399066946316763,1.549123703016782,-1.2609027185972719,-0.6158765703264827,-0.4864234396312205
-0.12477127375061618,-0.6712307324118412,-1.5312488814634357,0.8812239734382162,-0.21603473985470573,-1.4512856256741467,-0.5410724036208759,0.8506840289013257,0.8290151500721044,-0.24876665798861772,0.839717668110997,-0.9726187548051789,Urea,162.15,-1.332212363255766,0.3696148013949922,0.9868478586567796,-0.0073284530483428405,-0.4864234396312205
0.5861761550278237,-1.1087996583648014,1.3416383257850364,1.6678381436562517,0.5795677289501876,-0.9283568248896281,0.6029271421995533,0.5437233274642537,1.3345776389690418,-1.1381289945832351,1.7548280832455665,0.31440039143985954,Urea,199.7,-1.332212363255766,-0.011848667557421935,0.7812449014985057,1.6354559083704616,-0.4864234396312205
-0.835718702529056,-1.1087996583648014,-0.8130270796513177,1.3134295614701035,-0.9719006560007785,0.7818775317744939,-0.7494491780015025,0.6204635028235214,0.31141545905857304,0.15923063007458083,1.272009091211376,0.6821201475098705,Potash,95.12,0.45239897399241336,-0.6113212464404388,0.6649366593104304,-0.14041057476764154,-0.4864234396312205
0.5861761550278237,1.5166138973529608,1.3416383257850364,1.1491914380179864,-1.2817760534893,-0.8519827228376418,-0.015570498468672386,-0.895154960522022,0.16395973313029968,1.146758320546613,-1.668414712020099,-0.7887588767701734,Potash,163.69,-0.4399066946316763,-0.8757367967274416,-0.8446317679273718,-0.9494631709954091,-0.4864234396312205
